ticket_id,title,description,category,subcategory,status,priority,created_by,assigned_to,created_date
TCK-04269e27,Network issue - star,Political media fear wish major stay often throughout sing.,Network,LAN,In Progress,High,Kayla,Joyce,2025-09-19T21:58:54.904848
TCK-f616683a,Software issue - during,Minute safe majority audience son have maintain election or.,Software,OS,Open,Medium,Kristy,Carolyn,2025-09-25T21:58:54.905348
TCK-c2b84d2b,Network issue - throughout,Travel first however major minute by collection people become heart teach better.,Network,Router,In Progress,Low,John,Jesus,2025-09-16T21:58:54.905348
TCK-5b704a99,Access issue - thank,Bank allow member everything during whom dinner kind subject travel and radio often hand during.,Access,Account Lock,Open,Low,Theresa,David,2025-10-14T21:58:54.905348
TCK-47ad555c,Software issue - very,Try final race kind soldier fast many leg door want message player activity such raise value.,Software,OS,Resolved,High,Ernest,Bruce,2025-10-02T21:58:54.905348
TCK-4a6d3c87,Hardware issue - key,During catch science themselves wife task hot machine.,Hardware,Keyboard,Open,Low,Joseph,Tonya,2025-10-11T21:58:54.905848
TCK-f7d2ac9d,Email issue - call,Officer two threat thus democratic which realize house method employee.,Email,Delivery,Open,High,Donald,Donald,2025-10-13T21:58:54.905848
TCK-d8d944ff,Hardware issue - material,Know maybe force close nearly probably sport.,Hardware,Monitor,Open,Low,Anna,Lorraine,2025-10-06T21:58:54.905848
TCK-8352f6c9,Network issue - road,Lawyer sort decade lay mind probably various necessary north so major contain minute business.,Network,LAN,Closed,Medium,Joshua,Holly,2025-10-03T21:58:54.905848
TCK-33aeaaa9,Email issue - stop,Investment state imagine level step ten appear describe change study become improve save.,Email,Delivery,Closed,Critical,Rachel,Austin,2025-10-12T21:58:54.906348
TCK-9c3f554f,Access issue - type,Never choice similar house information nature they pattern system stop.,Access,Permissions,Open,Critical,Michael,Lisa,2025-09-25T21:58:54.906348
TCK-af52237a,Email issue - consider,How which face agent hope south play raise for put along production.,Email,Quota,Resolved,Critical,Wendy,Timothy,2025-10-05T21:58:54.906348
TCK-d032b6b1,Software issue - score,Across TV card wonder whom whose book raise across thousand but field truth.,Software,Patch,Resolved,Critical,Tiffany,Austin,2025-10-10T21:58:54.906348
TCK-08d50db9,Email issue - table,Business decide trial market fill these today entire bring fly spend worker run so.,Email,Outlook,Resolved,Low,Christine,Chad,2025-09-22T21:58:54.906848
TCK-c9f22c7d,Email issue - indicate,Stuff indeed allow public certain position together impact they necessary pull contain vote dream strong.,Email,Spam,Open,Critical,Belinda,Brandon,2025-10-11T21:58:54.906848
TCK-93db7191,Software issue - build,Every discussion style artist space activity close style do assume gun attention.,Software,Application,In Progress,High,Robin,Terri,2025-10-06T21:58:54.906848
TCK-61f92fd7,Email issue - buy,Upon style billion by nice opportunity more rich study.,Email,Quota,Resolved,High,Kathy,Kimberly,2025-09-20T21:58:54.907348
TCK-65f85258,Network issue - there,Public price onto wish Republican without media option.,Network,Router,Closed,Medium,Tiffany,Elizabeth,2025-10-12T21:58:54.907348
TCK-d642b2ac,Network issue - crime,Head always forward everybody anything mission recent then happen position can defense certain.,Network,Router,In Progress,High,Justin,Joseph,2025-10-13T21:58:54.907348
TCK-2ad8e343,Network issue - another,Probably already south full end build wish miss information of.,Network,LAN,Closed,Medium,Mark,Sandra,2025-10-05T21:58:54.907348
TCK-1b6154af,Software issue - score,But special central any data simple argue pretty but rise wish institution you.,Software,Application,Open,Critical,Loretta,Matthew,2025-10-04T21:58:54.907846
TCK-016ccaf5,Network issue - article,My create meeting local PM class thus new peace pay per reality month sit beautiful.,Network,WiFi,Resolved,Medium,Madison,Crystal,2025-10-03T21:58:54.907846
TCK-3e89ba9b,Network issue - poor,Such and window teach speech actually similar her back artist free have tough.,Network,LAN,Resolved,Low,Gordon,Charles,2025-10-03T21:58:54.907846
TCK-dbb77c6d,Network issue - worry,Respond scene miss sister study across subject doctor wrong something administration grow enjoy finally.,Network,LAN,In Progress,Medium,Kelly,Richard,2025-10-08T21:58:54.907846
TCK-106405fc,Software issue - institution,Whatever a threat not difference yet democratic meet situation wait adult thus.,Software,Application,Open,Critical,Monica,Mary,2025-09-18T21:58:54.908347
TCK-12cc7786,Email issue - amount,Authority theory final institution stock present hope figure American toward response.,Email,Delivery,Open,Medium,Sharon,Teresa,2025-09-25T21:58:54.908347
TCK-1a8b416f,Access issue - live,Capital affect energy until way camera compare land leg out around what successful.,Access,2FA,Closed,High,Nancy,Tina,2025-09-17T21:58:54.908347
TCK-bea92da9,Network issue - until,Start past friend investment find accept top theory power.,Network,WiFi,In Progress,Low,Bradley,Daniel,2025-10-15T21:58:54.908848
TCK-d70d8084,Network issue - party,Floor well security point production manage mention.,Network,WiFi,Resolved,Low,Nicholas,Anthony,2025-10-11T21:58:54.908848
TCK-5b9fc007,Network issue - man,President nation crime again generation compare drug field cause.,Network,WiFi,Open,High,Thomas,William,2025-09-26T21:58:54.908848
TCK-3956aff6,Access issue - black,Each every certain smile size sound yet.,Access,2FA,Closed,Critical,Laura,Danielle,2025-09-16T21:58:54.908848
TCK-9c1ee7ba,Email issue - former,Picture result deep international partner rise down work fall.,Email,Delivery,In Progress,High,Allen,Timothy,2025-10-16T21:58:54.909346
TCK-e49bddd4,Software issue - different,Allow about account my skin raise material church rich election stage quite future.,Software,Application,Resolved,Low,Gabriel,Gene,2025-10-08T21:58:54.909346
TCK-80add2a3,Hardware issue - financial,Easy skill still reflect system class student part movement situation.,Hardware,Monitor,Resolved,Low,Sarah,Mario,2025-09-30T21:58:54.909346
TCK-0c076f5f,Network issue - throw,Source us edge five early them beyond ready concern method.,Network,WiFi,Open,Medium,Eugene,Sabrina,2025-09-23T21:58:54.909346
TCK-12a96433,Network issue - improve,Wife serve see blue will think listen pick garden beautiful candidate expect.,Network,VPN,Open,High,Sonya,Megan,2025-09-29T21:58:54.909846
TCK-45747f71,Software issue - ahead,Speech week nice appear own sort most word.,Software,OS,Open,High,Kenneth,Rebecca,2025-10-13T21:58:54.909846
TCK-24c775dd,Network issue - not,Check key set consider before behind culture reduce admit.,Network,LAN,In Progress,Critical,Vincent,Stephanie,2025-10-10T21:58:54.909846
TCK-2f09c69c,Access issue - short,Live fear put great enter these term enter reveal really think.,Access,Password,Open,High,Christian,Devin,2025-09-20T21:58:54.910348
TCK-eaff7c7a,Software issue - eye,Spring read detail sing perform either Mr responsibility reflect here strong hospital usually wall.,Software,Application,In Progress,High,Christopher,Kevin,2025-10-15T21:58:54.910348
TCK-e8eff86f,Network issue - against,Certain agent whose rest order authority cause even quality wait lose.,Network,Router,Closed,Low,Brooke,Sierra,2025-09-19T21:58:54.910348
TCK-207133be,Network issue - describe,Stop son will sister send fly article.,Network,WiFi,Closed,Critical,Jonathan,Scott,2025-09-16T21:58:54.910848
TCK-21768ebe,Software issue - talk,Budget gas even race individual air father soon baby group general.,Software,Application,Closed,Medium,Jessica,Ashley,2025-10-04T21:58:54.910848
TCK-08db9983,Hardware issue - night,Cup care world herself investment realize hard old act close many.,Hardware,Keyboard,In Progress,High,Amy,Ethan,2025-09-27T21:58:54.910848
TCK-8c09e156,Hardware issue - physical,Fall provide very power within matter surface reduce.,Hardware,Keyboard,Resolved,Medium,Jim,Patricia,2025-10-16T21:58:54.910848
TCK-903fdab4,Access issue - base,Practice federal dinner very arrive then line whatever floor now information key me boy when.,Access,2FA,Closed,High,Lisa,Raymond,2025-10-01T21:58:54.911349
TCK-bd5ab47a,Email issue - Democrat,Art run same cause rule once various hear energy against animal field control anything down.,Email,Outlook,Open,Low,Veronica,Donald,2025-09-20T21:58:54.911349
TCK-22c5124e,Hardware issue - cultural,Major always reason certain point fund college under.,Hardware,Laptop,Resolved,High,Scott,Daniel,2025-10-11T21:58:54.911349
TCK-bcd686a2,Network issue - government,Smile woman benefit executive off federal yes process item executive chance.,Network,LAN,Closed,Low,Loretta,Allison,2025-10-08T21:58:54.911848
TCK-59c0c680,Network issue - anyone,If no short north down church arm conference side heavy lead team total candidate teacher.,Network,VPN,In Progress,Critical,Cheryl,Mary,2025-10-13T21:58:54.911848
TCK-d782c94c,Software issue - white,Lose history kitchen science like drive artist product send bag various in wear participant newspaper often.,Software,OS,Open,Low,Cole,Jerry,2025-10-16T21:58:54.911848
TCK-e3bf107b,Network issue - spring,Floor seek perform force hold general bar provide book visit way save.,Network,Router,Resolved,Low,James,Paula,2025-09-17T21:58:54.911848
TCK-9e63b0ee,Email issue - those,Hard power nothing raise camera little reveal opportunity.,Email,Outlook,Closed,Medium,Mandy,Robert,2025-09-27T21:58:54.912348
TCK-c81047f4,Access issue - population,They author lot enter environment year must through operation probably sit reason.,Access,Permissions,Resolved,Medium,Cindy,Timothy,2025-09-27T21:58:54.912348
TCK-3bc4598f,Network issue - bill,Major hold marriage school while director practice year during blood control.,Network,LAN,Open,Low,Mary,Ivan,2025-09-26T21:58:54.912847
TCK-5037ffbe,Hardware issue - side,Stand sell who group ever subject down any either continue natural character body value.,Hardware,Laptop,Resolved,Low,Daniel,Amy,2025-09-22T21:58:54.912847
TCK-ee5c50ef,Software issue - force,Thank star yeah reason else near various hotel provide against.,Software,Application,In Progress,High,Stephanie,Jeremy,2025-10-05T21:58:54.912847
TCK-551ac8ec,Network issue - most,Forward strong herself start part just check worry suffer time.,Network,Router,In Progress,High,Brittany,Jesse,2025-09-20T21:58:54.912847
TCK-72be63a4,Network issue - policy,Reality common rest life lead unit must magazine measure clear.,Network,WiFi,Open,Low,Catherine,Daniel,2025-10-01T21:58:54.913347
TCK-33ff263d,Email issue - information,Evidence need player type memory price throughout building smile.,Email,Delivery,Open,Critical,Debra,Katrina,2025-10-08T21:58:54.913347
TCK-e59fc063,Hardware issue - how,Color short soldier single development million down participant him without above nature professional full themselves.,Hardware,Monitor,Resolved,Critical,Taylor,Joshua,2025-10-15T21:58:54.913347
TCK-f6ed44ed,Hardware issue - effort,Military lose also better so clear industry through forward plant your.,Hardware,Printer,Resolved,Medium,Jeffrey,Deborah,2025-10-08T21:58:54.913847
TCK-e70b9e75,Hardware issue - street,Have detail beautiful government owner life decide ability decision dream energy door support author investment hot.,Hardware,Printer,In Progress,Low,Jessica,William,2025-10-02T21:58:54.913847
TCK-ed9c003d,Hardware issue - whether,Other face human yard loss effect role want drive blue itself market really media common from.,Hardware,Keyboard,Resolved,Medium,Randy,Pamela,2025-10-12T21:58:54.913847
TCK-52514f3a,Email issue - anyone,Traditional show partner beat collection unit everything gas environmental indeed kind feel sport form interview.,Email,Quota,In Progress,Low,Cynthia,Robert,2025-09-28T21:58:54.914348
TCK-ccd329c4,Access issue - soldier,Skin tell foot never response career yet beat also by wish people make positive stand clearly.,Access,2FA,Resolved,High,Tammy,Leslie,2025-09-27T21:58:54.914348
TCK-2bc96213,Hardware issue - second,Movie eight himself treat including understand receive.,Hardware,Laptop,Resolved,Low,Jose,Janet,2025-10-10T21:58:54.914348
TCK-2a7414d9,Network issue - deal,Time pressure night help these around wrong gun.,Network,Router,Open,Low,Christian,James,2025-10-07T21:58:54.914348
TCK-484caec2,Software issue - list,Send campaign the exactly poor hear recent teach clearly.,Software,Update,Closed,Medium,Rebecca,Patrick,2025-09-20T21:58:54.914848
TCK-7db47be7,Network issue - six,Know expert build office glass when commercial here.,Network,WiFi,In Progress,Medium,Joseph,Jennifer,2025-09-17T21:58:54.914848
TCK-a1c35508,Email issue - leg,Old off claim performance customer doctor both project born across.,Email,Outlook,Resolved,Low,Daniel,John,2025-10-06T21:58:54.914848
TCK-92dd0266,Software issue - above,Hard prepare until realize thus eight time successful night case sort activity issue ahead practice property.,Software,Patch,Resolved,High,Matthew,Alfred,2025-10-03T21:58:54.915348
TCK-d8e799e1,Network issue - set,What girl always alone new half important stage produce maybe anyone stuff much less out present.,Network,WiFi,In Progress,High,Robert,Tiffany,2025-10-16T21:58:54.915348
TCK-7f7b40ab,Software issue - account,Light fall sign book plant responsibility sport allow give fight long discussion.,Software,Update,In Progress,Low,Jessica,Melissa,2025-10-09T21:58:54.915348
TCK-0e2ec72d,Network issue - seem,Again significant follow position leader life support book central.,Network,VPN,Resolved,Critical,Sara,William,2025-09-25T21:58:54.915848
TCK-cd3e12bb,Email issue - stock,Second candidate position film base politics newspaper.,Email,Quota,Closed,Critical,Keith,Kimberly,2025-09-26T21:58:54.915848
TCK-0ceb4d8d,Email issue - theory,Seven car mean successful seven even indicate politics.,Email,Outlook,Open,Critical,Sharon,Rodney,2025-10-10T21:58:54.915848
TCK-8f0ac0f3,Network issue - price,Girl herself any song energy art bed.,Network,VPN,In Progress,Medium,Misty,Connie,2025-09-18T21:58:54.915848
TCK-9cb2bb18,Software issue - building,Would leave reflect tend simply question study scientist black impact could summer.,Software,Application,In Progress,Low,Paul,Lisa,2025-09-17T21:58:54.916346
TCK-8a6f1151,Email issue - across,Move ball design article mind radio among game cut describe there late.,Email,Outlook,Closed,Critical,Jason,Crystal,2025-09-22T21:58:54.916346
TCK-b1831d57,Email issue - forget,Itself professor long listen need this nothing.,Email,Quota,Closed,Critical,Amy,Jenna,2025-09-24T21:58:54.916346
TCK-f85970d9,Email issue - law,Data whole answer coach act kid everyone everyone continue role century agree imagine cut free.,Email,Delivery,Resolved,Critical,Lisa,Jeffrey,2025-10-07T21:58:54.916847
TCK-7bced8c9,Software issue - subject,Culture open control organization control I hair firm fear.,Software,Application,Resolved,Medium,David,Rebecca,2025-10-07T21:58:54.916847
TCK-8c440cb1,Hardware issue - toward,Fly way might front low trouble town career investment leader.,Hardware,Monitor,Resolved,Low,Austin,Christopher,2025-10-15T21:58:54.916847
TCK-2631c0d8,Network issue - purpose,Although consumer thousand organization officer information suddenly police turn book may team lay.,Network,Router,In Progress,Low,Keith,Christine,2025-10-09T21:58:54.917348
TCK-51a6721e,Hardware issue - order,Contain ten chair light lose sure choice positive pay town affect owner.,Hardware,Laptop,In Progress,Critical,Raymond,Karen,2025-09-19T21:58:54.917348
TCK-d1c3c0cc,Access issue - around,Play lot north glass again soon report once turn.,Access,Password,In Progress,High,Ariana,Jasmine,2025-09-18T21:58:54.917348
TCK-8d5d47dd,Access issue - yourself,Per one in tend school main avoid TV might two letter artist when step pay.,Access,Account Lock,Resolved,Critical,Kathleen,Patrick,2025-10-16T21:58:54.917848
TCK-4496bfaa,Network issue - first,Up third hundred player adult house form evening or quickly three finally.,Network,WiFi,Open,Critical,Mary,Lori,2025-10-11T21:58:54.917848
TCK-dd94d94d,Access issue - fight,Conference walk something throw side face national mother perhaps manage with radio read simply box.,Access,Permissions,Open,Critical,Melissa,Megan,2025-10-13T21:58:54.917848
TCK-0117bcfb,Access issue - tend,Among bad allow lay soldier home ahead way many trouble imagine.,Access,Permissions,Open,Low,Nicole,Matthew,2025-10-09T21:58:54.917848
TCK-61873362,Email issue - however,Actually edge firm yard father star through generation executive him hit course agree ask.,Email,Delivery,Closed,Critical,Wendy,Shari,2025-10-13T21:58:54.918347
TCK-0c86e6a7,Email issue - marriage,Effect class company TV avoid save fire only senior TV democratic house memory.,Email,Outlook,Closed,Low,Perry,Shelley,2025-09-19T21:58:54.918347
TCK-d9837012,Network issue - last,Course learn ask street letter so politics various.,Network,VPN,In Progress,Critical,William,David,2025-10-03T21:58:54.918347
TCK-4ba1ec94,Software issue - move,Edge hundred claim involve individual society sit responsibility compare stop third body respond exactly.,Software,Update,Closed,Critical,Samantha,Gary,2025-09-28T21:58:54.918848
TCK-3d1cbc7a,Network issue - spring,Test majority relate parent region by rise hour morning suggest rise when.,Network,VPN,In Progress,Low,Megan,Sarah,2025-09-19T21:58:54.918848
TCK-4a2b7ab0,Network issue - beat,Can approach market billion across series best issue result.,Network,WiFi,In Progress,Medium,Gina,Miranda,2025-10-09T21:58:54.918848
TCK-d8c71ee8,Access issue - media,Ok arrive common blue the hospital start keep local law pretty resource mind table.,Access,2FA,Resolved,Low,April,Bobby,2025-10-10T21:58:54.919347
TCK-29deaf82,Network issue - will,Goal paper task PM other west voice building stock that avoid weight defense smile person.,Network,LAN,Open,Critical,Christopher,Taylor,2025-10-02T21:58:54.919347
TCK-209b81f2,Access issue - indicate,Relationship attack past family foot can store less cause.,Access,2FA,In Progress,Critical,Kimberly,Brandy,2025-09-22T21:58:54.919347
TCK-ff945aa1,Email issue - we,Hit can dog read perhaps month almost employee number guess.,Email,Quota,Closed,Medium,Raymond,Rebecca,2025-10-13T21:58:54.919347
TCK-48302a56,Hardware issue - leader,Within activity from me final artist style sea prove common age even explain choice life already.,Hardware,Printer,Closed,Medium,Marcus,Crystal,2025-10-14T21:58:54.919848
TCK-88fd920c,Access issue - glass,Something lay data never have fire concern answer phone.,Access,Account Lock,Resolved,Critical,Larry,Amy,2025-10-14T21:58:54.919848
TCK-93ac22ac,Network issue - relate,Free hard outside mind large perhaps true food common call can TV father mouth.,Network,LAN,Closed,Critical,Noah,Tina,2025-09-24T21:58:54.919848
TCK-d090e707,Access issue - they,Spring describe down summer west member man serve run force lawyer loss girl this religious order.,Access,2FA,Open,Medium,Scott,Jimmy,2025-09-22T21:58:54.920347
TCK-e03fc506,Email issue - step,Sure religious threat case national experience point myself third.,Email,Delivery,Closed,High,Barbara,Carolyn,2025-10-01T21:58:54.920347
TCK-2959494e,Access issue - maybe,Newspaper use read statement reflect hit feeling parent analysis ok own meet responsibility out account allow.,Access,Permissions,Resolved,Medium,Manuel,Mary,2025-09-27T21:58:54.920347
TCK-b75cd3d5,Hardware issue - run,High respond the kind nature upon trouble official enter during quality.,Hardware,Printer,Open,Critical,Nicholas,Rebecca,2025-09-28T21:58:54.920847
TCK-a11f442b,Network issue - yeah,Soldier much dark need strategy second old dog tonight not whatever continue.,Network,VPN,In Progress,High,Emily,Antonio,2025-10-09T21:58:54.920847
TCK-4a8c3a52,Access issue - one,Eight light agree recent property happen personal pass back him art cost month join next.,Access,2FA,Resolved,Critical,Robert,David,2025-10-05T21:58:54.920847
TCK-d2394873,Email issue - point,Raise dinner note level trouble science describe.,Email,Outlook,Closed,Medium,Richard,Bryan,2025-09-22T21:58:54.921347
TCK-cfc597e1,Network issue - away,Himself treat reflect life quality always west year program knowledge seat order.,Network,VPN,Closed,Medium,Megan,Crystal,2025-09-21T21:58:54.921347
TCK-58f87954,Hardware issue - time,My sell campaign save your guy of step question wife look Republican back hand under realize.,Hardware,Monitor,Open,Low,Erin,Aaron,2025-10-09T21:58:54.921347
TCK-d217cc07,Access issue - least,Few body know like school customer set nearly pick industry cell.,Access,Password,Open,Low,Morgan,John,2025-10-13T21:58:54.921848
TCK-722c14f5,Email issue - wind,Majority improve so approach lawyer about share blue understand common those message term current position well.,Email,Outlook,Closed,Medium,Megan,Cynthia,2025-10-08T21:58:54.921848
TCK-54a9dce3,Access issue - cover,Weight dark officer commercial though sing allow decade.,Access,Permissions,In Progress,Critical,Wendy,Sharon,2025-09-30T21:58:54.921848
TCK-f1d4aaa5,Hardware issue - foreign,Better value anything on list fact mother husband tough test fight place feel.,Hardware,Monitor,Open,Critical,Colleen,Travis,2025-10-03T21:58:54.922348
TCK-6b6dba7a,Email issue - could,Country out eight plant risk apply necessary enter onto sea large.,Email,Quota,Resolved,High,Jennifer,Jeffrey,2025-09-17T21:58:54.922348
TCK-f5ed49c5,Hardware issue - skill,Read success attorney site table project serve place.,Hardware,Monitor,In Progress,Medium,Bryan,Connie,2025-10-16T21:58:54.922348
TCK-32b6c1b8,Network issue - investment,Religious be story as heavy sing yet brother difficult beautiful ten ask head.,Network,LAN,Closed,Medium,Stacey,Beth,2025-10-11T21:58:54.922348
TCK-cd9a8061,Software issue - call,Two college remember especially us everybody treat whom wrong campaign entire.,Software,OS,Closed,Medium,David,Tina,2025-09-29T21:58:54.922848
TCK-4f0196fe,Software issue - follow,Concern eye Democrat to than hear show.,Software,Patch,Open,Medium,Suzanne,Justin,2025-09-21T21:58:54.922848
TCK-22866d89,Access issue - wall,Character a yet simply ready would show third.,Access,2FA,Resolved,Critical,Heather,Olivia,2025-09-18T21:58:54.922848
TCK-2fdc1865,Email issue - night,Receive five serve debate suddenly research official suffer become mind because.,Email,Delivery,In Progress,Critical,Brenda,Jennifer,2025-09-19T21:58:54.923348
TCK-e2f8a034,Email issue - remember,Reflect continue half pay how attention across how attorney.,Email,Spam,Resolved,Medium,Courtney,Jodi,2025-10-03T21:58:54.923348
TCK-67ed3943,Network issue - test,Scene theory one color truth hope friend price note people.,Network,VPN,Open,Medium,Robert,Kyle,2025-10-03T21:58:54.923348
TCK-721d1b5a,Email issue - long,Everything toward election soon region race choose evidence once appear either help.,Email,Delivery,Open,High,Stephanie,Christopher,2025-09-27T21:58:54.923848
TCK-a2bde453,Email issue - join,Each off return soldier we fast husband official rise low other.,Email,Spam,Closed,Medium,Monica,Adam,2025-09-17T21:58:54.923848
TCK-1cd4ab8f,Software issue - whether,Safe ahead simple middle everything address response task feel player.,Software,Patch,Closed,Critical,Christopher,Willie,2025-10-16T21:58:54.923848
TCK-2d3ada4d,Access issue - clear,Hear today TV blue pressure television trial response meeting drug leader these star.,Access,Permissions,Closed,Medium,Amy,Stephanie,2025-10-16T21:58:54.924348
TCK-d82ee535,Access issue - test,Though common walk bit student style create.,Access,Permissions,Resolved,Low,Elizabeth,Stacie,2025-10-04T21:58:54.924348
TCK-549b2caa,Access issue - rich,Sign prove type begin step room want tell religious friend worry plan say.,Access,Account Lock,Resolved,High,Cindy,James,2025-09-20T21:58:54.924348
TCK-c9890246,Access issue - direction,Including grow cultural debate ever listen especially peace voice argue.,Access,Account Lock,In Progress,High,Paul,Jerry,2025-09-25T21:58:54.924847
TCK-c760aae9,Access issue - wind,Learn only north like issue suddenly would society.,Access,Permissions,Open,High,David,William,2025-10-09T21:58:54.924847
TCK-9e0dc729,Access issue - ready,One onto woman ago discover table that name position six entire medical never kitchen school top.,Access,Permissions,Closed,High,Selena,Sarah,2025-09-23T21:58:54.924847
TCK-052b2c7b,Network issue - middle,Exactly radio a major realize thousand dream.,Network,Router,Resolved,Medium,Amy,Jessica,2025-10-01T21:58:54.925348
TCK-9df75566,Network issue - next,Future clearly side scientist behavior small fear trade newspaper.,Network,LAN,Resolved,Medium,Timothy,James,2025-09-29T21:58:54.925348
TCK-ba893347,Network issue - concern,Get rather thing despite source owner different.,Network,Router,In Progress,High,Karina,Katrina,2025-09-24T21:58:54.925348
TCK-c7db7c50,Access issue - senior,Partner arm nothing after thus concern wait democratic trip only detail officer performance son production.,Access,Password,Closed,Medium,April,Mckenzie,2025-10-07T21:58:54.925348
TCK-92f58ff7,Hardware issue - none,Try while year wish page executive three certain gas consumer parent.,Hardware,Monitor,Open,Critical,Heather,Joseph,2025-10-13T21:58:54.925846
TCK-6aeff0d2,Hardware issue - list,Significant total future usually oil compare lot treat edge bill along seat.,Hardware,Monitor,Resolved,Critical,Maria,Catherine,2025-10-01T21:58:54.925846
TCK-dd9f8709,Network issue - audience,Inside how risk personal girl clearly why light large action product natural face hospital prove another.,Network,LAN,In Progress,Critical,Elizabeth,Amy,2025-09-26T21:58:54.925846
TCK-c3f71b12,Email issue - high,System answer air war police program establish night keep bar serve.,Email,Outlook,Closed,High,Jeremy,Haley,2025-10-02T21:58:54.926347
TCK-51b3b68c,Software issue - yet,Reality a travel for student per thing money address available every near gas if better.,Software,OS,Open,Medium,Summer,Vickie,2025-10-14T21:58:54.926347
TCK-d2f2adbc,Access issue - find,Peace style bar and thought most at between himself word opportunity.,Access,Account Lock,Open,Critical,Angie,David,2025-09-22T21:58:54.926347
TCK-1f25267e,Email issue - then,Probably relate president shoulder the experience feel sound dog family explain.,Email,Spam,Open,High,Lawrence,Brittany,2025-10-15T21:58:54.926846
TCK-7946fb9f,Software issue - so,Imagine same position attack get generation data return foreign face top save career.,Software,OS,Open,High,Kimberly,Anne,2025-09-25T21:58:54.926846
TCK-8f1791e1,Access issue - our,Whom quite not majority Democrat marriage beat daughter team rock per fine people establish decade.,Access,Account Lock,Open,Critical,Marcus,Katrina,2025-10-16T21:58:54.926846
TCK-8de79aaf,Network issue - expert,Choice new question entire their rate smile find return occur.,Network,Router,Closed,Critical,Stephanie,Kimberly,2025-09-27T21:58:54.927348
TCK-373258e1,Hardware issue - exist,Whom realize experience describe keep professor summer resource together certainly.,Hardware,Keyboard,Closed,Medium,Wanda,Kelsey,2025-10-10T21:58:54.927348
TCK-55077cda,Email issue - read,Single suddenly accept site wrong market over window.,Email,Spam,Closed,Low,Phillip,Regina,2025-09-17T21:58:54.927348
TCK-44ce607f,Hardware issue - yet,Sell level move artist message line meeting my special break fire key position how.,Hardware,Monitor,Resolved,Medium,David,Craig,2025-10-02T21:58:54.927847
TCK-aabac549,Software issue - else,Case shake away goal save buy have development cut safe ball research degree message.,Software,OS,In Progress,Medium,Lindsay,David,2025-10-07T21:58:54.928348
TCK-1a22338b,Access issue - tend,Already type already fish last determine land ahead pick news language.,Access,Account Lock,Resolved,Low,Patricia,James,2025-09-29T21:58:54.928348
TCK-47852bef,Access issue - across,Tree discover physical national firm number lose radio tax likely deal.,Access,Account Lock,Resolved,Low,Kevin,Robert,2025-09-28T21:58:54.928348
TCK-286386c6,Network issue - stay,System recognize simply film only middle executive fact writer ball building start executive.,Network,Router,Resolved,Critical,Douglas,Stacey,2025-10-16T21:58:54.928847
TCK-1ea34c7b,Hardware issue - rather,Best building imagine enjoy he white in more American nothing.,Hardware,Laptop,Closed,High,Kevin,William,2025-09-22T21:58:54.928847
TCK-05a30bfc,Network issue - body,Doctor present talk under fact everybody machine strong event but.,Network,Router,Closed,Low,Charles,Jenny,2025-10-03T21:58:54.928847
TCK-8670f373,Software issue - prove,Month kitchen teacher size husband production approach apply describe wait economy eight.,Software,Patch,In Progress,Medium,Chris,Nathan,2025-10-03T21:58:54.929349
TCK-ab22b38d,Software issue - by,Party training wife which shoulder prove rich whole most technology interview.,Software,OS,Open,Low,Tracy,Jeffrey,2025-09-26T21:58:54.929349
TCK-7578b303,Software issue - more,Table stop while open who economy hit bed evening the deep realize yeah production partner.,Software,OS,Closed,Low,Heather,Robert,2025-09-19T21:58:54.929349
TCK-b5604dfb,Email issue - beat,Attention brother imagine only water begin believe wide be instead idea.,Email,Delivery,Open,High,Lisa,Jenny,2025-10-10T21:58:54.929847
TCK-5b757157,Email issue - control,Mention news despite care everything hour many control daughter former fill.,Email,Spam,In Progress,Low,Andrew,Robert,2025-10-12T21:58:54.929847
TCK-1b075a92,Software issue - leader,No first early stop seat let effect.,Software,OS,Closed,Medium,Jasmine,Daniel,2025-09-30T21:58:54.929847
TCK-a784ac80,Software issue - treatment,Owner medical less street natural necessary material research effect weight show sing along.,Software,Patch,Resolved,Critical,James,Morgan,2025-10-15T21:58:54.930349
TCK-197c4fc9,Network issue - service,Heavy true sound really key example fly.,Network,VPN,In Progress,High,Stephanie,Deborah,2025-10-16T21:58:54.930349
TCK-3f441f6b,Software issue - base,Marriage office tree next war program environment nation himself.,Software,Application,In Progress,Medium,Austin,Victoria,2025-09-17T21:58:54.930349
TCK-09fd514d,Software issue - actually,Staff focus responsibility quite some cultural radio race page decade any act.,Software,Application,Open,Low,Madison,Suzanne,2025-09-23T21:58:54.930848
TCK-301126f9,Network issue - Mrs,Help analysis partner management night ball forward listen look we.,Network,WiFi,Resolved,High,David,Ann,2025-09-30T21:58:54.930848
TCK-7ba7e6ec,Hardware issue - way,Region include hospital region theory remember case student again finally population individual article which.,Hardware,Laptop,Open,High,Ernest,Blake,2025-10-02T21:58:54.930848
TCK-d1eca288,Email issue - star,Year say become large when film four senior plan forward amount month.,Email,Delivery,Resolved,Medium,Keith,Don,2025-09-21T21:58:54.931348
TCK-9d88026f,Network issue - once,Condition piece what recognize look everyone Mrs state board message choice heart.,Network,VPN,Closed,High,Hannah,Adam,2025-09-25T21:58:54.931348
TCK-e50cf2eb,Hardware issue - buy,A better suddenly hear same decision call picture instead.,Hardware,Monitor,Closed,Critical,Lisa,David,2025-10-12T21:58:54.931348
